,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,18,0,1.6,609,0.01,0.42,0.41,0.81,56,0,1,6.5,38.4,2022-09-04T15:30:00Z,57,1,0,0,0,0,6,0,106719,1,1.0,3.0,25.0,6,93207,104377,11170,75,True,0
1,0,0,27,0,14.1,609,0.06,0.3,0.24,3.3,88,6,1,10.9,42.2,2022-10-02T13:00:00Z,90,13,0,0,0,0,9,0,530066,1,3.0,6.0,53.0,7,22342,70841,48499,75,False,0
2,0,1,28,0,35.5,609,0.09,0.5,0.41,0.54,96,1,1,11.3,44.6,2022-10-09T18:00:00Z,90,8,0,0,0,0,10,0,681685,1,2.0,1.0,33.0,8,133132,173998,40866,75,False,0
3,0,0,12,1,9.0,609,0.03,0.19,0.16,0.91,107,0,0,6.6,8.0,2022-10-16T13:00:00Z,90,15,0,0,0,0,11,0,975801,1,0.0,0.0,49.0,3,277228,303376,26148,76,True,0
4,0,0,8,1,7.8,609,0.1,0.29,0.19,0.58,119,0,0,4.3,3.2,2022-10-19T19:15:00Z,75,18,0,0,0,0,12,0,1114041,1,0.0,2.0,32.0,3,78949,121708,42759,76,True,0
5,0,0,9,0,39.9,609,0.18,0.43,0.25,1.06,122,1,0,6.6,10.6,2022-10-22T16:30:00Z,90,6,0,0,0,0,13,0,1053378,1,1.0,1.0,15.0,1,-646,77909,78555,76,False,1
6,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,139,0,0,0.0,0.0,2022-10-30T16:15:00Z,0,19,0,0,0,0,14,0,1057097,0,0.0,1.0,0.0,0,-4590,100706,105296,76,True,0
7,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2022-11-06T14:00:00Z,0,2,0,0,0,0,15,0,722161,0,1.0,3.0,0.0,0,-330350,17767,348117,76,False,0
8,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2022-11-13T16:30:00Z,0,9,0,0,0,0,16,0,535311,0,2.0,1.0,0.0,0,-193810,1860,195670,75,False,0
9,0,0,1,1,4.4,609,0.03,0.51,0.48,0.2,169,0,0,2.4,0.0,2022-12-27T20:00:00Z,64,16,0,0,0,0,17,0,473027,1,0.0,3.0,20.0,3,-69634,55675,125309,75,True,0
10,0,0,5,1,6.6,609,0.02,0.4,0.38,0.54,180,0,0,10.6,11.6,2022-12-31T12:30:00Z,90,20,0,0,0,0,18,0,445647,1,1.0,0.0,88.0,3,-29265,7881,37146,75,False,0
11,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,189,0,0,0.0,0.0,2023-01-03T20:00:00Z,0,3,0,0,0,0,19,0,423479,0,0.0,3.0,0.0,0,-23229,6378,29607,74,True,0
12,0,0,2,0,0.5,609,0.04,0.04,0.0,0.52,196,1,0,0.3,2.2,2023-01-14T12:30:00Z,45,13,0,0,0,0,20,0,411504,0,1.0,2.0,0.0,1,-16142,31542,47684,74,True,0
13,0,0,7,1,4.4,609,0.07,0.24,0.17,0.33,63,0,0,2.0,2.0,2023-01-18T20:00:00Z,69,7,0,0,0,0,20,0,411504,1,1.0,1.0,14.0,3,-16142,31542,47684,74,False,0
14,0,0,5,0,12.8,609,0.02,0.04,0.02,1.63,201,2,0,2.3,6.6,2023-01-22T16:30:00Z,70,1,0,0,0,0,21,0,382269,1,2.0,3.0,4.0,1,-28475,5711,34186,74,False,1
15,0,0,8,0,7.4,609,0.05,0.12,0.07,1.17,216,1,0,2.4,5.8,2023-02-04T15:00:00Z,80,7,0,0,0,0,22,0,376062,1,1.0,2.0,11.0,1,-8344,23486,31830,73,True,1
16,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-02-08T20:00:00Z,0,11,0,0,0,0,22,0,376062,0,2.0,2.0,0.0,0,-8344,23486,31830,73,True,0
17,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,225,0,0,0.0,0.0,2023-02-12T14:00:00Z,0,11,0,0,0,0,23,0,339313,0,2.0,0.0,0.0,0,-37017,1807,38824,73,False,0
18,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,236,0,0,0.0,0.0,2023-02-19T14:00:00Z,0,10,0,0,0,0,24,0,317809,0,0.0,3.0,0.0,0,-22012,147,22159,73,True,0
19,0,0,-2,0,12.2,609,0.01,0.07,0.06,2.65,256,7,0,3.9,6.8,2023-03-05T16:30:00Z,90,12,0,0,0,0,26,0,309224,1,0.0,7.0,20.0,1,1295,5021,3726,73,False,1
20,0,0,9,1,22.0,609,0.07,0.1,0.03,1.11,267,0,0,3.3,7.0,2023-03-12T14:00:00Z,73,17,0,0,0,0,27,0,309107,1,0.0,0.0,4.0,3,-966,3931,4897,73,True,0
21,0,0,8,1,12.2,609,0.05,0.15,0.1,1.81,288,0,0,3.3,8.0,2023-04-02T15:30:00Z,61,15,0,0,0,0,29,0,318942,1,0.0,2.0,13.0,3,9617,12804,3187,73,False,0
22,0,0,4,1,21.8,609,0.34,0.62,0.28,0.55,247,0,0,3.6,0.0,2023-04-05T19:00:00Z,85,4,0,0,0,0,29,0,318942,1,0.0,1.0,17.0,3,9617,12804,3187,73,True,0
23,0,0,7,0,30.8,609,0.14,0.62,0.48,0.64,297,0,0,9.0,14.6,2023-04-08T11:30:00Z,59,8,0,0,0,0,30,0,318018,1,0.0,2.0,45.0,1,-858,4509,5367,73,True,0
24,1,3,38,1,24.1,609,0.39,1.51,1.12,0.68,306,0,1,12.7,47.2,2023-04-16T15:30:00Z,90,16,0,0,0,0,31,0,331704,1,2.0,0.0,56.0,14,12667,18348,5681,73,False,0
25,0,0,15,0,24.2,609,0.12,0.14,0.02,1.54,325,1,0,5.1,13.4,2023-04-27T19:15:00Z,70,18,0,0,0,0,33,0,343571,1,2.0,2.0,13.0,2,5730,10971,5241,73,False,0
26,0,0,2,0,0.6,609,0.02,0.12,0.1,0.26,339,0,0,2.2,2.2,2023-04-30T13:00:00Z,14,2,0,0,0,0,34,0,351593,0,0.0,1.0,19.0,1,5572,14443,8871,73,True,0
