,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
0,0,0,0,0,0.0,688,301,0,0,0.0,0.0,2021-04-10T16:30:00Z,0,5,0,0,0,0,31,0,0,4.0,1.0,0.0,0,0,0,0,45,True,0,,,,,
1,0,0,0,0,0.0,688,323,0,0,0.0,0.0,2021-04-26T19:00:00Z,0,9,0,0,0,0,33,0,49,1.0,2.0,0.0,0,8,12,4,45,False,0,,,,,
2,0,0,0,0,0.0,688,332,0,0,0.0,0.0,2021-05-01T11:30:00Z,0,12,0,0,0,0,34,0,99,2.0,0.0,0.0,0,42,59,17,45,True,0,,,,,
3,0,0,0,0,0.0,688,346,0,0,0.0,0.0,2021-05-08T14:00:00Z,0,15,0,0,0,0,35,0,95,2.0,0.0,0.0,0,-13,38,51,45,False,0,,,,,
4,0,0,0,0,0.0,688,317,0,0,0.0,0.0,2021-05-11T19:15:00Z,0,16,0,0,0,0,35,0,95,1.0,3.0,0.0,0,-13,38,51,45,False,0,,,,,
5,0,0,0,0,0.0,688,355,0,0,0.0,0.0,2021-05-16T11:00:00Z,0,2,0,0,0,0,36,0,110,2.0,3.0,0.0,0,3,22,19,45,True,0,,,,,
6,0,0,0,0,0.0,688,362,0,0,0.0,0.0,2021-05-19T18:00:00Z,0,1,0,0,0,0,37,0,104,3.0,1.0,0.0,0,-1,18,19,45,True,0,,,,,
7,0,0,0,0,0.0,688,374,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,11,0,0,0,0,38,0,151,0.0,2.0,0.0,0,39,66,27,45,False,0,,,,,
8,0,0,3,0,5.0,541,3,0,0,0.6,1.0,2021-08-14T14:00:00Z,13,6,0,0,0,0,1,0,0,0.0,3.0,0.0,1,0,0,0,45,False,0,,,,,
9,0,0,0,0,0.0,541,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,3,0,0,0,0,2,0,684,0.0,0.0,0.0,0,247,326,79,45,True,0,,,,,
10,0,0,0,0,0.0,541,28,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,19,0,0,0,0,3,0,856,2.0,2.0,0.0,0,3,194,191,45,False,0,,,,,
11,0,0,0,0,0.0,541,34,0,0,0.0,0.0,2021-09-11T11:30:00Z,0,17,0,0,0,0,4,0,1332,0.0,3.0,0.0,0,195,501,306,45,True,0,,,,,
