,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
16,0,0,17,0,2.7,491,168,2,0,1.5,11.4,2019-12-14T15:00:00Z,90,15,0,0,0,0,17,0,76712,0.0,2.0,1.0,2,-3101,920,4021,44,False,0,,,,,
17,0,0,16,0,13.5,491,171,3,0,2.8,14.6,2019-12-21T15:00:00Z,82,16,0,0,0,0,18,0,72948,3.0,1.0,0.0,2,-3125,746,3871,44,True,0,,,,,
18,0,0,5,0,21.3,491,181,0,0,2.9,7.4,2019-12-26T15:00:00Z,55,14,0,0,0,0,19,0,71762,0.0,1.0,0.0,1,-2105,356,2461,44,True,0,,,,,
19,0,0,0,0,0.0,491,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,18,0,0,0,0,20,0,70217,0.0,3.0,0.0,0,-1642,287,1929,44,False,0,,,,,
20,0,0,12,0,1.5,491,203,1,0,0.6,4.2,2020-01-01T12:30:00Z,90,5,0,0,0,0,21,0,66779,2.0,1.0,0.0,2,-3549,282,3831,44,False,0,,,,,
21,0,0,6,0,0.4,491,211,1,0,0.3,2.4,2020-01-12T16:30:00Z,25,11,0,0,0,0,22,0,63186,6.0,1.0,0.0,1,-3659,234,3893,44,True,0,,,,,
22,0,0,7,0,2.0,491,222,1,0,1.3,11.2,2020-01-18T15:00:00Z,85,4,0,0,0,0,23,0,60646,1.0,1.0,0.0,1,-2598,265,2863,44,False,1,,,,,
23,0,0,11,0,3.1,491,231,1,0,1.3,8.6,2020-01-21T19:30:00Z,90,18,0,0,0,0,24,0,57107,1.0,2.0,1.0,2,-3297,56,3353,44,True,0,,,,,
24,0,0,4,0,1.6,491,241,2,0,0.1,0.0,2020-02-01T15:00:00Z,79,3,0,0,0,0,25,0,55203,1.0,2.0,2.0,2,-2235,250,2485,44,False,0,,,,,
25,0,0,7,0,10.5,491,252,1,0,2.4,13.6,2020-02-16T14:00:00Z,30,17,0,0,0,0,26,0,54250,3.0,2.0,0.0,0,-1073,272,1345,44,True,1,,,,,
26,0,0,13,0,0.6,491,269,1,0,1.6,15.6,2020-02-22T15:00:00Z,80,16,0,0,0,0,27,0,53152,0.0,2.0,0.0,2,-1163,250,1413,44,False,0,,,,,
27,0,0,16,0,0.8,491,285,4,0,0.6,5.6,2020-03-09T20:00:00Z,90,9,0,0,0,0,29,0,51012,0.0,4.0,0.0,2,-930,341,1271,44,False,0,,,,,
28,0,0,3,0,0.3,491,271,0,0,0.4,3.6,2020-06-17T17:00:00Z,14,15,0,0,0,0,39,0,48897,0.0,0.0,0.0,1,-1902,1962,3864,44,True,0,,,,,
29,0,0,4,0,0.4,491,291,0,0,0.5,5.0,2020-06-21T15:15:00Z,20,6,0,0,0,0,39,0,48897,2.0,1.0,0.0,1,-1902,1962,3864,44,True,0,,,,,
30,0,0,3,0,1.8,491,306,0,0,0.3,0.8,2020-06-24T17:00:00Z,13,13,0,0,0,0,40,0,48209,1.0,1.0,0.0,1,-703,153,856,44,False,0,,,,,
31,0,0,8,0,2.7,491,312,1,0,1.3,9.8,2020-06-27T11:30:00Z,81,20,0,0,0,0,41,0,47702,1.0,0.0,0.0,2,-536,118,654,44,True,0,,,,,
32,0,0,0,0,0.0,491,324,0,0,0.0,0.0,2020-07-05T15:30:00Z,0,10,0,0,0,0,42,0,46995,0.0,2.0,0.0,0,-712,145,857,44,False,0,,,,,
33,0,0,-1,0,0.7,491,332,0,0,0.1,0.4,2020-07-09T19:15:00Z,31,12,0,0,0,0,43,0,46558,3.0,0.0,0.0,0,-484,141,625,44,True,1,,,,,
34,0,0,3,0,0.2,491,341,0,0,0.1,0.6,2020-07-12T13:15:00Z,10,7,0,0,0,0,44,0,46074,0.0,2.0,0.0,1,-503,183,686,44,True,0,,,,,
35,0,0,0,0,0.0,491,355,0,0,0.0,0.0,2020-07-16T17:00:00Z,0,8,0,0,0,0,45,0,45676,1.0,1.0,0.0,0,-374,94,468,44,False,0,,,,,
36,0,0,1,0,0.3,491,361,0,0,0.0,0.0,2020-07-21T19:15:00Z,17,1,0,0,0,0,46,0,45363,0.0,1.0,0.0,1,-345,56,401,44,True,0,,,,,
37,0,0,3,0,0.3,491,380,1,0,0.1,0.2,2020-07-26T15:00:00Z,14,19,0,0,0,0,47,0,45057,1.0,1.0,0.0,1,-312,209,521,44,False,0,,,,,
38,0,0,0,0,0.0,44,10,0,0,0.0,0.0,2020-09-21T17:00:00Z,0,15,0,0,0,0,2,0,36986,0.0,1.0,0.0,0,-2676,2097,4773,45,True,0,,,,,
39,0,0,5,0,0.3,44,22,0,0,0.8,7.2,2020-09-28T16:45:00Z,3,8,0,0,0,0,3,0,33838,3.0,0.0,0.0,1,-3991,1765,5756,45,False,0,,,,,
40,0,0,-1,0,0.3,44,30,0,0,0.9,1.2,2020-10-04T18:15:00Z,10,11,0,0,0,0,4,0,31291,2.0,7.0,7.0,0,-3003,758,3761,45,True,1,,,,,
41,0,0,0,0,0.0,44,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,9,0,0,0,0,5,0,28864,1.0,0.0,0.0,0,-2927,1468,4395,44,False,0,,,,,
42,0,0,0,0,0.0,44,50,0,0,0.0,0.0,2020-10-23T19:00:00Z,0,10,0,0,0,0,6,0,29308,3.0,0.0,0.0,0,-235,2826,3061,44,True,0,,,,,
43,0,0,0,0,0.0,44,59,0,0,0.0,0.0,2020-11-01T12:00:00Z,0,16,0,0,0,0,7,0,28613,4.0,3.0,0.0,0,-903,1220,2123,44,True,0,,,,,
44,0,0,0,0,0.0,44,69,0,0,0.0,0.0,2020-11-08T19:15:00Z,0,1,0,0,0,0,8,0,27353,3.0,0.0,0.0,0,-1350,626,1976,44,False,0,,,,,
45,0,0,0,0,0.0,44,79,0,0,0.0,0.0,2020-11-21T15:00:00Z,0,3,0,0,0,0,9,0,25987,2.0,1.0,0.0,0,-1524,815,2339,44,True,0,,,,,
46,0,0,0,0,0.0,44,98,0,0,0.0,0.0,2020-11-30T20:00:00Z,0,19,0,0,0,0,10,0,25451,1.0,2.0,0.0,0,-749,544,1293,44,False,0,,,,,
47,0,0,3,0,0.0,44,118,0,0,0.0,0.0,2020-12-12T12:30:00Z,1,20,0,0,0,0,12,0,38615,1.0,0.0,0.0,1,7540,10330,2790,43,False,0,,,,,
48,0,0,5,1,11.2,44,120,0,0,1.4,2.8,2020-12-17T18:00:00Z,90,4,0,0,0,0,13,0,45093,0.0,0.0,0.0,3,6479,9525,3046,43,True,0,,,,,
49,0,0,0,0,0.0,44,138,0,0,0.0,0.0,2020-12-20T19:15:00Z,0,18,0,0,0,0,14,0,49633,3.0,0.0,0.0,0,4495,7830,3335,43,False,0,,,,,
50,0,0,0,0,0.0,44,140,0,0,0.0,0.0,2020-12-26T15:00:00Z,0,6,0,0,0,0,15,0,60878,0.0,3.0,0.0,0,8706,14276,5570,43,True,0,,,,,
51,0,0,0,0,0.0,44,151,0,0,0.0,0.0,2020-12-28T17:30:00Z,0,5,0,0,0,0,16,0,61355,1.0,1.0,0.0,0,1383,5693,4310,43,False,0,,,,,
52,0,0,0,0,0.0,44,164,0,0,0.0,0.0,2021-01-01T20:00:00Z,0,13,0,0,0,0,17,0,60186,1.0,2.0,0.0,0,-1112,5066,6178,43,False,0,,,,,
53,0,0,0,0,0.0,44,380,0,0,0.0,0.0,2021-01-20T18:00:00Z,0,12,0,0,0,0,19,0,56893,0.0,2.0,0.0,0,-1808,3271,5079,43,False,0,,,,,
54,0,0,18,1,5.0,44,99,0,0,1.8,12.0,2021-01-23T20:00:00Z,90,14,0,0,0,0,19,0,56893,0.0,2.0,1.0,3,-1808,3271,5079,43,True,0,,,,,
55,0,0,0,0,0.0,44,190,0,0,0.0,0.0,2021-01-27T18:00:00Z,0,4,0,0,0,0,20,0,52088,2.0,3.0,0.0,0,-3810,2161,5971,43,False,0,,,,,
56,0,0,3,0,0.0,44,206,0,0,0.0,0.0,2021-01-30T20:00:00Z,1,16,0,0,0,0,21,0,47302,1.0,0.0,0.0,1,-4814,408,5222,43,False,0,,,,,
57,0,0,0,0,0.0,44,209,0,0,0.0,0.0,2021-02-03T20:15:00Z,0,19,0,0,0,0,22,0,44366,3.0,1.0,0.0,0,-3080,258,3338,43,True,0,,,,,
58,0,0,3,1,10.8,44,219,0,0,2.5,14.4,2021-02-06T12:30:00Z,90,1,0,0,0,0,23,0,41838,0.0,1.0,0.0,2,-2595,278,2873,43,True,1,,,,,
59,0,0,0,0,0.0,44,230,0,0,0.0,0.0,2021-02-13T20:00:00Z,0,3,0,0,0,0,24,0,39602,0.0,0.0,0.0,0,-2286,515,2801,43,False,0,,,,,
60,0,0,0,0,0.0,44,240,0,0,0.0,0.0,2021-02-21T14:05:00Z,0,9,0,0,0,0,25,0,38135,2.0,1.0,0.0,0,-1609,210,1819,43,True,0,,,,,
61,0,0,12,1,0.3,44,252,0,0,1.5,14.6,2021-02-27T17:30:00Z,90,10,0,0,0,0,26,0,36858,1.0,0.0,0.0,3,-1362,354,1716,43,False,0,,,,,
62,0,0,17,0,2.0,44,285,1,0,1.2,8.2,2021-03-03T18:00:00Z,67,15,0,0,0,0,26,0,36858,0.0,1.0,2.0,2,-1362,354,1716,43,False,0,,,,,
63,0,0,0,0,0.0,44,259,0,0,0.0,0.0,2021-03-06T17:30:00Z,0,20,0,0,0,0,27,0,37258,0.0,0.0,0.0,0,243,1042,799,43,True,0,,,,,
64,0,0,0,0,0.0,44,276,0,0,0.0,0.0,2021-03-12T20:00:00Z,0,14,0,0,0,0,28,0,36848,1.0,1.0,0.0,0,-453,506,959,43,False,0,,,,,
65,0,0,0,0,0.0,44,170,0,0,0.0,0.0,2021-03-21T19:30:00Z,0,17,0,0,0,0,29,0,36192,2.0,0.0,0.0,0,-525,197,722,43,True,0,,,,,
66,0,0,0,0,0.0,44,290,0,0,0.0,0.0,2021-04-04T15:30:00Z,0,8,0,0,0,0,30,0,35988,1.0,3.0,0.0,0,-426,166,592,43,True,0,,,,,
67,0,0,9,0,0.3,44,303,1,0,1.3,13.0,2021-04-10T14:00:00Z,65,11,0,0,0,0,31,0,35735,1.0,2.0,0.0,2,-291,305,596,43,False,0,,,,,
68,0,0,7,0,0.6,44,310,2,0,0.2,1.2,2021-04-21T19:15:00Z,62,12,0,0,0,0,32,0,35470,2.0,1.0,0.0,2,-301,343,644,43,True,0,,,,,
69,0,0,0,0,0.0,44,320,0,0,0.0,0.0,2021-04-25T18:00:00Z,0,18,0,0,0,0,33,0,35396,2.0,2.0,0.0,0,-113,285,398,43,True,0,,,,,
70,0,0,0,0,0.0,44,333,0,0,0.0,0.0,2021-05-01T19:00:00Z,0,7,0,0,0,0,34,0,35227,2.0,1.0,0.0,0,-179,199,378,43,False,0,,,,,
71,0,0,0,0,0.0,44,340,0,0,0.0,0.0,2021-05-09T13:05:00Z,0,13,0,0,0,0,35,0,34995,3.0,1.0,0.0,0,-255,192,447,43,True,0,,,,,
72,0,0,0,0,0.0,44,180,0,0,0.0,0.0,2021-05-13T17:00:00Z,0,7,0,0,0,0,35,0,34995,0.0,0.0,0.0,0,-255,192,447,43,True,0,,,,,
73,0,0,0,0,0.0,44,355,0,0,0.0,0.0,2021-05-16T11:00:00Z,0,6,0,0,0,0,36,0,34788,2.0,3.0,0.0,0,-205,125,330,43,False,0,,,,,
74,1,1,25,0,1.4,44,367,1,0,1.5,13.2,2021-05-19T17:00:00Z,88,17,0,0,0,0,37,0,34630,2.0,1.0,0.0,6,-181,107,288,43,False,0,,,,,
75,0,0,9,0,0.3,44,370,1,0,2.3,23.0,2021-05-23T15:00:00Z,90,5,0,0,0,0,38,0,35099,1.0,2.0,0.0,1,409,789,380,43,True,1,,,,,
76,0,0,13,0,6.5,41,8,3,0,1.3,6.4,2021-08-14T14:00:00Z,90,18,0,0,0,0,1,0,7728,2.0,3.0,0.0,2,0,0,0,45,False,0,,,,,
77,0,0,0,0,0.0,41,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,18812,0.0,2.0,0.0,0,4024,6425,2401,45,True,0,,,,,
78,0,0,3,0,0.3,41,21,0,0,0.1,0.6,2021-08-28T14:00:00Z,27,3,0,0,0,0,3,0,16735,1.0,1.0,0.0,1,-2147,1139,3286,45,True,0,,,,,
79,0,0,4,0,0.5,41,33,1,0,0.3,2.0,2021-09-11T16:30:00Z,10,6,0,0,0,0,4,0,18595,0.0,3.0,0.0,1,229,3982,3753,45,False,0,,,,,
80,0,0,5,0,1.8,41,41,0,0,0.7,5.2,2021-09-18T16:30:00Z,50,8,0,0,0,0,5,0,19917,0.0,3.0,0.0,1,612,3156,2544,45,True,0,,,,,
81,0,0,0,0,0.0,41,58,0,0,0.0,0.0,2021-09-25T11:30:00Z,0,13,0,0,0,0,6,0,20016,1.0,0.0,0.0,0,-334,1760,2094,45,False,0,,,,,
82,0,0,0,0,0.0,41,68,0,0,0.0,0.0,2021-10-03T13:00:00Z,0,17,0,0,0,0,7,0,19056,1.0,2.0,0.0,0,-1158,647,1805,45,False,0,,,,,
83,0,0,3,0,0.3,41,72,3,0,0.3,2.4,2021-10-16T14:00:00Z,23,20,0,0,0,0,8,0,18638,3.0,2.0,0.0,1,-686,690,1376,45,True,0,,,,,
84,0,0,0,0,0.0,41,81,0,0,0.0,0.0,2021-10-22T19:00:00Z,0,1,0,0,0,0,9,0,18137,1.0,3.0,0.0,0,-616,396,1012,45,False,0,,,,,
85,0,0,9,0,2.6,41,91,4,0,1.2,9.8,2021-10-31T16:30:00Z,90,19,0,0,0,0,10,0,17182,4.0,1.0,0.0,2,-1071,320,1391,45,True,0,,,,,
86,0,0,11,0,1.2,41,109,1,0,1.7,15.8,2021-11-05T20:00:00Z,62,16,0,0,0,0,11,0,17223,0.0,1.0,0.0,2,-152,534,686,45,False,0,,,,,
87,0,0,6,1,1.8,41,111,0,0,1.9,17.2,2021-11-20T15:00:00Z,90,4,0,0,0,0,12,0,16987,0.0,2.0,0.0,2,-365,556,921,45,True,1,,,,,
88,0,0,14,0,11.6,41,126,1,0,2.9,17.8,2021-11-27T15:00:00Z,90,7,0,0,0,0,13,0,17921,2.0,1.0,0.0,1,744,1431,687,45,False,1,,,,,
89,0,0,9,0,0.9,41,131,2,0,1.5,13.6,2021-12-01T20:15:00Z,76,12,0,0,0,0,14,0,18277,2.0,1.0,0.0,2,292,918,626,45,True,0,,,,,
90,0,0,17,0,11.7,41,141,1,0,3.2,19.8,2021-12-05T16:30:00Z,90,9,0,0,0,0,15,0,18547,1.0,2.0,0.0,1,184,974,790,45,True,1,,,,,
91,0,0,2,0,0.3,41,158,0,0,0.8,7.6,2021-12-11T15:00:00Z,56,11,0,0,0,0,16,0,18815,0.0,1.0,0.0,0,92,989,897,45,False,1,,,,,
92,0,0,0,0,0.0,41,167,0,0,0.0,0.0,2021-12-14T19:45:00Z,0,15,0,0,0,0,17,0,17373,2.0,0.0,0.0,0,-1319,325,1644,45,False,0,,,,,
93,0,0,0,0,0.0,41,181,0,0,0.0,0.0,2021-12-26T17:30:00Z,0,6,0,0,0,0,19,0,14817,3.0,1.0,0.0,0,-1077,13,1090,45,True,0,,,,,
94,0,0,0,0,0.0,41,202,0,0,0.0,0.0,2022-01-02T14:00:00Z,0,3,0,0,0,0,21,0,14136,1.0,2.0,0.0,0,-469,34,503,45,False,0,,,,,
95,0,0,0,0,0.0,41,211,0,0,0.0,0.0,2022-01-15T17:30:00Z,0,13,0,0,0,0,22,0,13422,2.0,2.0,0.0,0,-693,24,717,44,True,0,,,,,
96,0,0,0,0,0.0,41,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,8,0,0,0,0,23,0,13179,1.0,0.0,0.0,0,-355,22,377,44,False,0,,,,,
97,0,0,0,0,0.0,41,231,0,0,0.0,0.0,2022-02-09T20:00:00Z,0,10,0,0,0,0,24,0,12938,3.0,3.0,0.0,0,-276,19,295,44,True,0,,,,,
98,0,0,0,0,0.0,41,247,0,0,0.0,0.0,2022-02-13T14:00:00Z,0,14,0,0,0,0,25,0,12825,0.0,1.0,0.0,0,-120,25,145,44,False,0,,,,,
99,0,0,0,0,0.0,41,252,0,0,0.0,0.0,2022-02-19T15:00:00Z,0,18,0,0,0,0,26,0,12656,1.0,0.0,0.0,0,-167,29,196,44,True,0,,,,,
100,0,0,0,0,0.0,41,263,0,0,0.0,0.0,2022-02-26T15:30:00Z,0,4,0,0,0,0,27,0,12499,2.0,0.0,0.0,0,-154,33,187,44,False,0,,,,,
101,0,0,0,0,0.0,41,271,0,0,0.0,0.0,2022-03-05T15:00:00Z,0,16,0,0,0,0,28,0,12406,0.0,4.0,0.0,0,-112,37,149,44,True,0,,,,,
102,0,0,0,0,0.0,41,196,0,0,0.0,0.0,2022-03-10T19:45:00Z,0,10,0,0,0,0,28,0,12406,3.0,0.0,0.0,0,-112,37,149,44,False,0,,,,,
103,0,0,0,0,0.0,41,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,19,0,0,0,0,29,0,12273,1.0,2.0,0.0,0,-132,15,147,44,False,0,,,,,
104,0,0,0,0,0.0,41,291,0,0,0.0,0.0,2022-03-19T12:30:00Z,0,1,0,0,0,0,30,0,12217,1.0,0.0,0.0,0,-47,42,89,44,True,0,,,,,
105,0,0,0,0,0.0,41,310,0,0,0.0,0.0,2022-04-02T14:00:00Z,0,20,0,0,0,0,31,0,12141,1.0,2.0,0.0,0,-99,12,111,44,False,0,,,,,
106,0,0,0,0,0.0,41,312,0,0,0.0,0.0,2022-04-09T16:30:00Z,0,17,0,0,0,0,32,0,12116,4.0,0.0,0.0,0,-35,12,47,44,True,0,,,,,
107,0,0,3,0,0.0,41,337,0,0,0.0,0.0,2022-04-23T14:00:00Z,1,9,0,0,0,0,34,0,12191,0.0,0.0,0.0,1,37,85,48,44,False,0,,,,,
108,0,0,0,0,0.0,41,341,0,0,0.0,0.0,2022-04-30T14:00:00Z,0,15,0,0,0,0,35,0,12195,0.0,2.0,0.0,0,-10,53,63,44,True,0,,,,,
109,0,0,0,0,0.0,41,354,0,0,0.0,0.0,2022-05-07T14:00:00Z,0,5,0,0,0,0,36,0,12194,3.0,1.0,0.0,0,-8,66,74,44,False,0,,,,,
110,0,0,11,0,1.2,41,321,1,0,0.7,5.6,2022-05-10T19:00:00Z,61,11,0,0,0,0,36,0,12194,2.0,1.0,0.0,2,-8,66,74,44,True,0,,,,,
111,0,0,16,1,1.4,41,361,0,0,1.2,10.2,2022-05-15T13:00:00Z,65,7,0,0,0,0,37,0,12319,1.0,1.0,0.0,3,71,151,80,44,True,0,,,,,
112,0,0,0,0,0.0,41,171,0,0,0.0,0.0,2022-05-19T19:00:00Z,0,5,0,0,0,0,37,0,12319,1.0,1.0,0.0,0,71,151,80,44,True,0,,,,,
113,0,0,-2,0,0.0,41,379,3,0,0.0,0.0,2022-05-22T15:00:00Z,18,12,0,0,0,0,38,0,12372,2.0,3.0,0.0,0,37,141,104,44,False,1,,,,,
114,0,0,0,0,0.0,41,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,3,0,0,0,0,1,0,16834,0.0,2.0,0.0,0,0,0,0,45,False,0,0.0,0.0,0.0,0.0,0.0
115,0,0,0,0,0.0,41,12,0,0,0.0,0.0,2022-08-13T11:30:00Z,0,8,0,0,0,0,2,0,19519,1.0,2.0,0.0,0,-645,2001,2646,45,True,0,0.0,0.0,0.0,0.0,0.0
116,0,0,0,0,0.0,41,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,19316,1.0,3.0,0.0,0,-1402,2382,3784,45,False,0,0.0,0.0,0.0,0.0,0.0
117,0,0,0,0,0.0,41,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,19,0,0,0,0,4,0,17472,1.0,0.0,0.0,0,-2348,941,3289,44,True,0,0.0,0.0,0.0,0.0,0.0
118,0,0,0,0,0.0,41,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,1,0,0,0,0,5,0,19633,1.0,2.0,0.0,0,756,3066,2310,44,False,0,0.0,0.0,0.0,0.0,0.0
119,0,0,0,0,0.0,41,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,13,0,0,0,0,6,0,20569,1.0,1.0,0.0,0,261,2761,2500,44,True,0,0.0,0.0,0.0,0.0,0.0
120,0,0,0,0,0.0,41,71,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,17,0,0,0,0,8,0,19109,0.0,1.0,0.0,0,-597,284,881,44,True,0,0.0,0.0,0.0,0.0,0.0
121,0,0,0,0,0.0,41,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,11,0,0,0,0,9,0,18459,0.0,0.0,0.0,0,-824,355,1179,44,False,0,0.0,0.0,0.0,0.0,0.0
122,0,0,0,0,0.0,41,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,16,0,0,0,0,10,0,17779,1.0,1.0,0.0,0,-758,328,1086,44,False,0,0.0,0.0,0.0,0.0,0.0
123,0,0,0,0,0.0,41,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,6,0,0,0,0,11,0,17183,2.0,0.0,0.0,0,-693,201,894,44,True,0,0.0,0.0,0.0,0.0,0.0
124,0,0,0,0,0.0,41,116,0,0,0.0,0.0,2022-10-20T18:30:00Z,0,9,0,0,0,0,12,0,21102,0.0,3.0,0.0,0,505,1281,776,43,False,0,0.0,0.0,0.0,0.0,0.0
125,0,0,0,0,0.0,41,121,0,0,0.0,0.0,2022-10-23T13:00:00Z,0,4,0,0,0,0,13,0,19805,0.0,4.0,0.0,0,1508,2407,899,43,True,0,0.0,0.0,0.0,0.0,0.0
126,0,0,0,0,0.0,41,140,0,0,0.0,0.0,2022-10-29T14:00:00Z,0,15,0,0,0,0,14,0,18950,0.0,4.0,0.0,0,-782,554,1336,43,False,0,0.0,0.0,0.0,0.0,0.0
127,0,0,0,0,0.0,41,141,0,0,0.0,0.0,2022-11-06T14:00:00Z,0,14,0,0,0,0,15,0,18013,1.0,3.0,0.0,0,-1006,298,1304,43,True,0,0.0,0.0,0.0,0.0,0.0
128,0,0,0,0,0.0,41,152,0,0,0.0,0.0,2022-11-13T14:00:00Z,0,5,0,0,0,0,16,0,17417,2.0,1.0,0.0,0,-666,205,871,43,False,0,0.0,0.0,0.0,0.0,0.0
129,0,0,0,0,0.0,41,162,0,0,0.0,0.0,2022-12-26T17:30:00Z,0,12,0,0,0,0,17,0,16147,3.0,1.0,0.0,0,-1377,464,1841,43,True,0,0.0,0.0,0.0,0.0,0.0
130,0,0,0,0,0.0,41,178,0,0,0.0,0.0,2023-01-01T14:00:00Z,0,18,0,0,0,0,18,0,15964,2.0,0.0,0.0,0,-235,124,359,43,False,0,0.0,0.0,0.0,0.0,0.0
131,0,0,0,0,0.0,41,182,0,0,0.0,0.0,2023-01-04T20:00:00Z,0,20,0,0,0,0,19,0,15737,1.0,1.0,0.0,0,-252,50,302,43,True,0,0.0,0.0,0.0,0.0,0.0
132,0,0,0,0,0.0,41,191,0,0,0.0,0.0,2023-01-13T20:00:00Z,0,11,0,0,0,0,20,0,15456,1.0,2.0,0.0,0,-324,145,469,43,True,0,0.0,0.0,0.0,0.0,0.0
133,0,0,0,0,0.0,41,209,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,17,0,0,0,0,21,0,15208,1.0,0.0,0.0,0,-273,89,362,43,False,0,0.0,0.0,0.0,0.0,0.0
134,0,0,0,0,0.0,41,211,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,10,0,0,0,0,22,0,14651,4.0,2.0,0.0,0,-584,73,657,43,True,0,0.0,0.0,0.0,0.0,0.0
135,0,0,0,0,0.0,41,228,0,0,0.0,0.0,2023-02-12T16:30:00Z,0,13,0,0,0,0,23,0,14185,1.0,3.0,0.0,0,-469,0,469,43,False,0,0.0,0.0,0.0,0.0,0.0
