,Unnamed: 0.1,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position
0,0,0,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,5,0,0,0,0,1,0,1305,0,1,4,0.0,0,0,0,0,50,False,0,3
1,1,1,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,7,0,0,0,0,3,0,820,0,0,3,0.0,0,-83,121,204,50,False,0,3
2,2,2,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2023-09-01T19:00:00Z,0,19,0,0,0,0,4,0,676,0,2,1,0.0,0,-157,44,201,49,True,0,3
3,3,3,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,10,0,0,0,0,5,0,673,0,0,1,0.0,0,-21,105,126,49,False,0,3
4,4,4,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,20,0,0,0,0,6,0,611,0,1,1,0.0,0,-69,58,127,49,True,0,3
5,5,5,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,9,0,0,0,0,7,0,570,0,2,1,0.0,0,-43,44,87,49,False,0,3
6,6,6,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,6,0,0,0,0,7,0,570,0,2,1,0.0,0,-43,44,87,49,True,0,3
7,7,7,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,571,0,1,0,0.0,0,-3,57,60,49,True,0,3
8,8,8,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,16,0,0,0,0,9,0,517,0,2,2,0.0,0,-57,10,67,49,False,0,3
9,9,9,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,2,0,0,0,0,10,0,492,0,1,3,0.0,0,-28,9,37,49,False,0,3
10,10,10,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2023-11-05T16:30:00Z,0,11,0,0,0,0,11,0,477,0,1,1,0.0,0,-13,8,21,48,True,0,3
11,11,11,0,0,4,0,0.3,320,0.0,0.0,0.0,0.3,118,0,0,0.6,5.8,2023-11-11T15:00:00Z,17,14,0,0,0,0,12,0,493,0,0,1,0.0,1,11,34,23,48,False,0,3
12,12,12,0,0,0,0,10.5,320,0.0,0.0,0.0,1.36,125,1,0,1.7,6.4,2023-11-25T15:00:00Z,29,8,0,0,0,0,13,0,505,0,1,2,0.0,0,-5,28,33,48,True,1,3
