,Unnamed: 0.1,Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
72,72,72,0,,,,0,0,0,,,0.0,,,424,,,189,,0,0,0.0,,0.0,,2023-12-26T12:30:00Z,,,,0,,,16,0,,0,0,,0,19,0,653822,,,,3.0,1.0,0.0,0,-26136,185,26321,54,True,,0,0.0,0.0,0.0,0.0,0.0
73,73,73,0,,,,0,0,0,,,0.0,,,424,,,175,,0,0,0.0,,0.0,,2023-12-23T15:00:00Z,,,,0,,,12,0,,0,0,,0,18,0,677464,,,,0.0,1.0,0.0,0,-49274,304,49578,54,False,,0,0.0,0.0,0.0,0.0,0.0
74,74,74,0,,,,0,0,0,,,0.0,,,424,,,168,,0,0,0.0,,0.0,,2023-12-16T15:00:00Z,,,,0,,,10,0,,0,0,,0,17,0,722906,,,,0.0,3.0,0.0,0,-105813,332,106145,54,True,,0,0.0,0.0,0.0,0.0,0.0
75,75,75,0,,,,0,0,0,,,0.0,,,424,,,159,,0,0,0.0,,0.0,,2023-12-10T16:30:00Z,,,,0,,,18,0,,0,0,,0,16,0,828729,,,,1.0,4.0,0.0,0,-226122,963,227085,54,False,,0,0.0,0.0,0.0,0.0,0.0
76,76,76,0,,,,0,0,0,,,0.0,,,424,,,144,,0,0,0.0,,0.0,,2023-12-07T19:30:00Z,,,,0,,,9,0,,0,0,,0,15,0,1054580,,,,0.0,3.0,0.0,0,-183657,15274,198931,55,False,,0,0.0,0.0,0.0,0.0,0.0
77,77,77,0,,,,0,20,1,,,0.0,,,424,,,138,,0,0,0.9,,9.2,,2023-12-02T20:00:00Z,,,,85,,,14,0,,0,0,,0,14,1,1240921,,,,0.0,1.0,0.0,6,30897,57320,26423,55,True,,0,0.0,0.0,0.0,0.17,1.0
78,78,78,0,,,,0,12,0,,,0.0,,,424,,,127,,1,0,1.9,,18.8,,2023-11-25T15:00:00Z,,,,90,,,7,0,,0,0,,0,13,3,1202398,,,,1.0,4.0,0.0,3,8275,37090,28815,55,True,,0,0.0,0.0,0.0,0.58,1.0
79,79,79,0,,,,1,26,0,,,0.0,,,424,,,113,,2,0,5.4,,54.4,,2023-11-11T17:30:00Z,,,,90,,,3,0,,0,0,,0,12,8,1188274,,,,0.0,2.0,0.0,4,19940,34832,14892,55,False,,0,0.0,0.0,0.0,2.49,1.0
80,80,80,0,,,,0,21,1,,,0.0,,,424,,,107,,0,0,1.0,,10.0,,2023-11-04T17:30:00Z,,,,90,,,1,0,,0,0,,0,11,1,1152400,,,,0.0,1.0,0.0,6,-44249,7978,52227,55,True,,0,0.0,0.0,0.0,0.56,1.0
81,81,81,0,,,,0,17,0,,,0.0,,,424,,,100,,2,0,2.9,,29.2,,2023-10-28T16:30:00Z,,,,90,,,20,0,,0,0,,0,10,4,1196135,,,,2.0,2.0,0.0,2,3585,31330,27745,55,False,,0,0.0,0.0,0.0,0.98,1.0
82,82,82,0,,,,0,27,1,,,0.0,,,424,,,87,,0,0,2.1,,21.4,,2023-10-21T14:00:00Z,,,,90,,,8,0,,0,0,,0,9,3,1186451,,,,0.0,4.0,0.0,7,994,32652,31658,55,True,,0,0.0,0.0,0.0,1.21,1.0
83,83,83,0,,,,0,13,0,,,0.0,,,424,,,79,,2,0,1.1,,10.8,,2023-10-08T13:00:00Z,,,,90,,,19,0,,0,0,,0,8,1,1171525,,,,2.0,2.0,0.0,1,6918,50379,43461,55,False,,0,0.0,0.0,0.0,1.22,1.0
84,84,84,0,,,,0,24,1,,,0.0,,,424,,,66,,0,0,1.9,,19.0,,2023-09-30T14:00:00Z,,,,90,,,6,0,,0,0,,0,7,2,1161763,,,,0.0,2.0,0.0,6,35139,65482,30343,55,True,,0,0.0,0.0,0.0,0.65,1.0
85,85,85,0,,,,0,24,1,,,0.0,,,424,,,60,,0,0,0.7,,7.2,,2023-09-24T15:30:00Z,,,,90,,,17,0,,0,0,,0,6,1,1109732,,,,8.0,0.0,0.0,6,80443,103307,22864,55,False,,0,0.0,0.0,0.0,0.94,1.0
86,86,86,0,,,,0,25,1,,,0.0,,,424,,,46,,0,0,1.8,,18.2,,2023-09-16T16:30:00Z,,,,90,,,4,0,,0,0,,0,5,2,1010984,,,,0.0,1.0,0.0,6,-21713,33530,55243,55,True,,0,0.0,0.0,0.0,0.54,1.0
87,87,87,0,,,,0,13,0,,,0.0,,,424,,,33,,3,0,1.9,,18.8,,2023-09-02T16:30:00Z,,,,90,,,5,0,,0,0,,0,4,4,1012893,,,,1.0,3.0,0.0,2,-13619,30736,44355,55,False,,0,0.0,0.0,0.0,1.42,1.0
88,88,88,0,,,,0,14,0,,,0.0,,,424,,,29,,2,0,2.2,,17.8,,2023-08-27T15:30:00Z,,,,90,,,11,0,,0,0,,0,3,2,1002039,,,,2.0,1.0,4.0,1,-29799,24353,54152,55,True,,0,0.0,0.02,0.02,0.95,1.0
89,89,89,0,,,,0,14,0,,,0.0,,,424,,,16,,1,0,2.9,,28.8,,2023-08-19T19:00:00Z,,,,90,,,13,0,,0,0,,0,2,3,992891,,,,0.0,1.0,0.0,3,-50380,21194,71574,55,False,,0,0.0,0.0,0.0,1.09,1.0
