,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,8,0,0,0,0,1,0,6456,0,1.0,0.0,0.0,0,0,0,0,40,True,0
1,1,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2023-08-18T18:45:00Z,0,16,0,0,0,0,2,0,5768,0,1.0,2.0,0.0,0,-795,168,963,40,False,0
2,2,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,13,0,0,0,0,3,0,5310,0,2.0,1.0,0.0,0,-552,180,732,40,True,0
3,3,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2023-09-02T11:30:00Z,0,9,0,0,0,0,4,0,4797,0,2.0,2.0,0.0,0,-531,86,617,40,True,0
4,4,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,18,0,0,0,0,5,0,4577,0,1.0,2.0,0.0,0,-274,150,424,40,False,0
5,5,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2023-09-24T15:30:00Z,0,15,0,0,0,0,6,0,4425,0,8.0,0.0,0.0,0,-185,111,296,40,True,0
6,6,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,19,0,0,0,0,7,0,6133,0,0.0,2.0,0.0,0,795,1270,475,39,False,0
7,7,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,10,0,0,0,0,8,0,8693,0,1.0,3.0,0.0,0,2079,3071,992,39,False,0
8,8,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2023-10-21T19:00:00Z,0,14,0,0,0,0,9,0,9719,0,2.0,1.0,0.0,0,1375,2266,891,39,True,0
9,9,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2023-10-28T14:00:00Z,0,1,0,0,0,0,10,0,12114,0,0.0,5.0,0.0,0,1879,2808,929,39,False,0
10,10,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,109,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,20,0,0,0,0,11,0,12364,0,1.0,2.0,0.0,0,301,1299,998,39,True,0
11,11,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,5,0,0,0,0,12,0,12259,0,1.0,1.0,0.0,0,-31,899,930,39,False,0
12,12,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,129,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,3,0,0,0,0,13,0,12530,0,3.0,1.0,0.0,0,113,1006,893,39,True,0
13,13,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,6,0,0,0,0,14,0,13518,0,0.0,5.0,0.0,0,860,1604,744,39,False,0
14,14,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,11,0,0,0,0,15,0,14553,0,2.0,0.0,0.0,0,881,1642,761,39,True,0
15,15,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,4,0,0,0,0,16,0,15656,0,0.0,1.0,0.0,0,770,1635,865,39,True,0
16,16,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,7,0,0,0,0,17,0,16333,0,0.0,2.0,0.0,0,390,1656,1266,39,False,0
17,17,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,171,0,0,0.0,0.0,2023-12-22T20:00:00Z,0,2,0,0,0,0,18,0,16172,0,1.0,1.0,0.0,0,-132,845,977,39,False,0
18,18,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,190,0,0,0.0,0.0,2023-12-26T15:00:00Z,0,12,0,0,0,0,19,0,17016,0,3.0,2.0,0.0,0,711,1332,621,39,True,0
19,19,0,0,0,0,0.0,646,0.0,0.0,0.0,0.0,193,0,0,0.0,0.0,2023-12-31T14:00:00Z,0,10,0,0,0,0,20,0,5311,0,,,0.0,0,-11,95,106,40,False,0
20,20,0,0,0,0,0.0,646,0.0,0.0,0.0,0.0,181,0,0,0.0,0.0,2023-12-28T20:15:00Z,0,19,0,0,0,0,19,0,5276,0,2.0,0.0,0.0,0,-22,69,91,40,True,0
21,21,0,0,0,0,0.0,646,0.0,0.0,0.0,0.0,174,0,0,0.0,0.0,2023-12-23T17:30:00Z,0,11,0,0,0,0,18,0,5283,0,1.0,1.0,0.0,0,-37,86,123,40,False,0
22,22,0,0,0,0,0.0,646,0.0,0.0,0.0,0.0,161,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,5,0,0,0,0,17,0,5238,0,0.0,2.0,0.0,0,-81,99,180,40,True,0
23,23,0,0,0,0,0.0,646,0.0,0.0,0.0,0.0,151,0,0,0.0,0.0,2023-12-09T17:30:00Z,0,2,0,0,0,0,16,0,5233,0,0.0,1.0,0.0,0,-29,114,143,40,False,0
24,24,0,0,0,0,0.0,646,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,12,0,0,0,0,15,0,5195,0,4.0,3.0,0.0,0,-107,101,208,40,False,0
25,25,0,0,0,0,0.0,646,0.0,0.0,0.0,0.0,131,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,20,0,0,0,0,14,0,5252,0,1.0,2.0,0.0,0,-28,178,206,40,True,0
26,26,0,0,0,0,0.0,646,0.0,0.0,0.0,0.0,121,0,0,0.0,0.0,2023-11-25T17:30:00Z,0,4,0,0,0,0,13,0,5234,0,1.0,0.0,0.0,0,-20,223,243,40,False,0
27,27,0,0,0,0,0.0,646,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,6,0,0,0,0,12,0,5120,0,1.0,3.0,0.0,0,-43,188,231,40,True,0
