,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,7,0,0.8,524,0.0,0.02,0.02,1.21,7,1,0,2.1,12.4,2022-08-06T14:00:00Z,74,15,0,0,0,0,1,0,4256,1,0,2,8.0,1,0,0,0,50,False,1
1,1,0,0,9,1,2.0,524,0.01,0.01,0.0,2.29,18,0,0,1.6,13.8,2022-08-14T13:00:00Z,90,19,0,0,0,0,2,0,4639,1,0,1,0.0,3,-337,182,519,50,True,0
2,2,0,0,4,0,11.4,524,0.05,0.12,0.07,1.51,23,1,0,1.8,2.4,2022-08-20T14:00:00Z,90,8,0,0,0,0,3,0,6212,1,1,1,4.0,2,831,1602,771,50,False,0
3,3,0,0,12,0,15.8,524,0.05,0.07,0.02,1.56,38,1,0,3.4,8.8,2022-08-28T15:30:00Z,74,18,0,0,0,0,4,0,5641,1,2,0,9.0,1,-803,323,1126,50,True,1
4,4,0,0,12,0,21.3,524,0.03,0.03,0.0,3.32,49,6,0,3.6,15.0,2022-08-31T18:30:00Z,90,13,0,0,0,0,5,0,5476,1,0,6,0.0,2,-494,245,739,50,False,0
5,5,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,3,0,0,0,0,6,0,6093,0,3,2,0.0,0,232,834,602,50,True,0
6,6,0,0,23,0,0.8,524,0.0,0.16,0.16,0.43,78,0,1,5.8,40.4,2022-09-16T19:00:00Z,20,9,0,0,0,0,8,0,5663,0,3,2,17.0,6,-127,127,254,49,True,0
7,7,0,0,6,0,0.3,524,0.0,0.01,0.01,0.92,86,3,0,1.6,7.2,2022-10-03T19:00:00Z,45,10,0,0,0,0,9,0,6672,1,0,4,8.0,1,737,1198,461,49,False,0
8,8,0,0,3,0,0.0,524,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,1,2,0,0,0,0,10,0,6234,0,1,1,0.0,1,-446,282,728,49,True,0
9,9,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2022-10-15T14:00:00Z,0,20,0,0,0,0,11,0,6011,0,0,1,0.0,0,-310,156,466,49,False,0
10,10,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,5,0,0,0,0,12,0,5354,0,0,0,0.0,0,-512,54,566,49,False,0
11,11,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,126,0,0,0.0,0.0,2022-10-22T11:30:00Z,0,12,0,0,0,0,13,0,5169,0,0,1,0.0,0,-365,96,461,49,True,0
12,12,0,0,3,0,0.1,524,0.0,0.0,0.0,0.22,131,0,0,0.5,5.0,2022-10-30T14:00:00Z,9,1,0,0,0,0,14,0,4676,0,0,5,0.0,1,-486,13,499,49,False,0
