,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,14,0,0,0,0,7,0,0,0,1,0,0.0,0,0,0,0,45,False,0
1,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,16,0,0,0,0,8,0,703,0,0,0,0.0,0,512,631,119,45,True,0
2,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,15,0,0,0,0,9,0,1115,0,0,4,0.0,0,272,481,209,45,False,0
3,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,96,0,0,0.0,0.0,2023-10-27T19:00:00Z,0,18,0,0,0,0,10,0,1684,0,2,1,0.0,0,422,681,259,45,True,0
4,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,6,0,0,0,0,11,0,2237,0,2,0,0.0,0,408,793,385,45,False,0
5,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,9,0,0,0,0,12,0,2537,0,3,2,0.0,0,143,542,399,45,True,0
6,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,125,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,12,0,0,0,0,13,0,2742,0,1,2,0.0,0,83,493,410,45,False,0
7,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,140,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,19,0,0,0,0,14,0,2803,0,1,1,0.0,0,12,317,305,45,False,0
8,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,3,0,0,0,0,15,0,2946,0,2,0,0.0,0,77,330,253,45,True,0
9,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2023-12-09T12:30:00Z,0,11,0,0,0,0,16,0,3062,0,2,1,0.0,0,32,286,254,45,True,0
10,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,167,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,13,0,0,0,0,17,0,3140,0,2,2,0.0,0,9,355,346,45,False,0
11,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,172,0,0,0.0,0.0,2023-12-21T20:00:00Z,0,5,0,0,0,0,18,0,3159,0,1,1,0.0,0,-75,277,352,45,True,0
12,0,0,0,0,0.0,720,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,7,0,0,0,0,19,0,3069,0,1,2,0.0,0,-139,128,267,45,False,0
13,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,194,0,0,0.0,0.0,2024-01-01T20:00:00Z,0,15,0,0,0,0,20,0,9419,0,2,4,0.0,0,-34,17,51,48,True,0
14,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,185,0,0,0.0,0.0,2023-12-26T17:30:00Z,0,6,0,0,0,0,19,0,9445,0,2,0,0.0,0,-27,15,42,48,False,0
15,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,174,0,0,0.0,0.0,2023-12-23T17:30:00Z,0,1,0,0,0,0,18,0,9471,0,1,1,0.0,0,-39,16,55,48,True,0
16,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,14,0,0,0,0,17,0,9501,0,0,0,0.0,0,-66,27,93,48,True,0
17,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,153,0,0,0.0,0.0,2023-12-09T12:30:00Z,0,8,0,0,0,0,16,0,9563,0,2,1,0.0,0,-62,8,70,48,False,0
18,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,17,0,0,0,0,15,0,9620,0,2,0,0.0,0,-43,6,49,48,False,0
19,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,136,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,10,0,0,0,0,14,0,9657,0,3,4,0.0,0,-76,20,96,48,True,0
20,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2023-11-25T12:30:00Z,0,13,0,0,0,0,13,0,9717,0,1,1,0.0,0,-147,37,184,48,False,0
21,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,117,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,4,0,0,0,0,12,0,9854,0,0,3,0.0,0,-167,20,187,48,True,0
22,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,105,0,0,0.0,0.0,2023-11-05T16:30:00Z,0,12,0,0,0,0,11,0,10015,0,1,1,0.0,0,-206,26,232,48,False,0
23,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,16,0,0,0,0,10,0,10207,0,0,3,0.0,0,-225,20,245,48,True,0
24,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,85,0,0,0.0,0.0,2023-10-21T11:30:00Z,0,9,0,0,0,0,9,0,10402,0,0,2,0.0,0,-347,47,394,48,True,0
25,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,5,0,0,0,0,8,0,10733,0,2,2,0.0,0,-408,31,439,48,False,0
26,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2023-09-30T16:30:00Z,0,18,0,0,0,0,7,0,11092,0,1,2,0.0,0,-788,37,825,48,False,0
27,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,57,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,19,0,0,0,0,6,0,11870,0,1,3,0.0,0,-962,37,999,48,True,0
28,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2023-09-16T11:30:00Z,0,20,0,0,0,0,5,0,12730,0,3,1,0.0,0,-2352,63,2415,48,False,0
29,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2023-09-03T13:00:00Z,0,2,0,0,0,0,4,0,14906,0,0,3,0.0,0,-4266,46,4312,49,True,0
30,0,0,0,0,0.0,310,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2023-08-27T15:30:00Z,0,15,0,0,0,0,3,0,19065,0,2,1,0.0,0,-3794,586,4380,49,False,0
