,Unnamed: 0.1,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0,0,0,0.0,775,0.0,0.0,0.0,0.0,365,0,0,0.0,0.0,2023-05-21T15:00:00Z,0,13,0,0,0,0,37,0,0,0,0.0,1.0,0.0,0,0,0,0,40,False,0
1,1,1,0,0,0,0,0.0,775,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2023-05-25T19:00:00Z,0,14,0,0,0,0,37,0,0,0,1.0,4.0,0.0,0,0,0,0,40,False,0
2,2,2,0,0,0,0,0.0,775,0.0,0.0,0.0,0.0,374,0,0,0.0,0.0,2023-05-28T15:30:00Z,0,15,0,0,0,0,38,0,89,0,1.0,1.0,0.0,0,67,72,5,40,True,0
3,3,3,0,0,0,0,0.0,716,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,3,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,0,0,40,False,0
4,4,4,0,0,0,0,0.0,716,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,2,0,0,0,0,6,0,238,0,1.0,0.0,0.0,0,134,152,18,40,True,0
5,5,5,0,0,0,0,0.0,716,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,0,10,0,0,0,0,7,0,558,0,2.0,0.0,0.0,0,217,308,91,40,False,0
6,6,6,0,0,0,0,0.0,716,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,929,0,4.0,1.0,0.0,0,122,271,149,40,False,0
7,7,7,0,0,0,0,0.0,716,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,1,0,0,0,0,9,0,1265,0,2.0,2.0,0.0,0,40,156,116,40,True,0
8,8,8,0,0,0,0,0.0,716,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2023-10-28T11:30:00Z,0,4,0,0,0,0,10,0,1485,0,2.0,0.0,0.0,0,66,191,125,40,True,0
9,9,9,0,0,0,0,0.0,716,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,18,0,0,0,0,11,0,1562,0,4.0,1.0,0.0,0,-16,126,142,40,False,0
10,10,10,0,0,0,0,0.0,716,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,1662,0,4.0,4.0,0.0,0,-22,84,106,40,True,0
11,11,11,0,0,0,0,0.0,716,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,15,0,0,0,0,13,0,1819,0,1.0,4.0,0.0,0,14,126,112,40,False,0
